Photoshop CC 2018 (Ver. 20.0.6),Overall Basic Score,,583.6,Score
Photoshop CC 2018 (Ver. 20.0.6),General Score (8 Bits/Channel),,52.9,Score
Photoshop CC 2018 (Ver. 20.0.6),Filter Score (8 Bits/Channel),,52.7,Score
Photoshop CC 2018 (Ver. 20.0.6),GPU Score (8 Bits/Channel),,32.5,Score
Photoshop CC 2018 (Ver. 20.0.6),Photomerge Score,,80.6,Score
Photoshop CC 2019 (Ver. 20.0.6),RAW File Open (8 Bits/Channel),Best Time,1.77,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Resize to 500MB (8 Bits/Channel),Best Time,11.52,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Rotate (8 Bits/Channel),Best Time,1.15,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Magic Wand Select (8 Bits/Channel),Best Time,17.47,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Mask Refinement (8 Bits/Channel),Best Time,4.36,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Paint Bucket (8 Bits/Channel),Best Time,2.82,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Gradient (8 Bits/Channel),Best Time,0.52,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Content Aware Fill (8 Bits/Channel),Best Time,7.04,Seconds
Photoshop CC 2019 (Ver. 20.0.6),PSD File Save (8 Bits/Channel),Best Time,10.69,Seconds
Photoshop CC 2019 (Ver. 20.0.6),PSD File Open (8 Bits/Channel),Best Time,3.71,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Camera Raw Filter (8 Bits/Channel),Best Time,8.17,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Lens Correction (8 Bits/Channel),Best Time,16.73,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Reduce Noise (8 Bits/Channel),Best Time,25.27,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Smart Sharpen (8 Bits/Channel),Best Time,98.91,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Field Blur (8 Bits/Channel),Best Time,35.02,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Tilt-Shift Blur (8 Bits/Channel),Best Time,22.67,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Iris Blur (8 Bits/Channel),Best Time,32.95,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Adaptive Wide Angle (8 Bits/Channel),Best Time,30.7,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Liquify (8 Bits/Channel),Best Time,5.54,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Photomerge 22MP Images,Best Time,82.87,Seconds
Photoshop CC 2019 (Ver. 20.0.6),Photomerge 45MP Images,Best Time,119.89,Seconds
